label,nop_total,1B_R,2B_R,3B_R,4B_R,5B_R,6B_R,7B_R,8B_R,9B_R,10B_V,11B_V,12B_V,13B_V,14B_V,15B_V,OTHERS
icc,0.01908285747581867,0.21068702290076335,0.03969465648854962,0.059541984732824425,0.042748091603053436,0.0717557251908397,0.04885496183206107,0.17557251908396945,0.15572519083969466,0.0732824427480916,0.03358778625954199,0.0061068702290076335,0.0030534351145038168,0.01984732824427481,0.0015267175572519084,0.05801526717557252,0.0
icc,0.02081965675701022,0.20270270270270271,0.04354354354354354,0.05855855855855856,0.042042042042042045,0.07207207207207207,0.04804804804804805,0.17717717717717718,0.16066066066066065,0.07057057057057058,0.03753753753753754,0.006006006006006006,0.003003003003003003,0.01951951951951952,0.0015015015015015015,0.057057057057057055,0.0
gcc,0.007323943661971831,0.8076923076923077,0.0,0.02564102564102564,0.038461538461538464,0.038461538461538464,0.02564102564102564,0.0,0.01282051282051282,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.021825660076953694,0.20212765957446807,0.03343465045592705,0.060790273556231005,0.041033434650455926,0.06990881458966565,0.05167173252279635,0.1899696048632219,0.15045592705167174,0.0729483282674772,0.03951367781155015,0.0060790273556231,0.00303951367781155,0.019756838905775075,0.001519756838905775,0.057750759878419454,0.0
clang,0.036894273127753306,0.07462686567164178,0.08955223880597014,0.08955223880597014,0.1417910447761194,0.14925373134328357,0.05970149253731343,0.0,0.05223880597014925,0.022388059701492536,0.3208955223880597,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.03567292100996062,0.09090909090909091,0.09090909090909091,0.07792207792207792,0.16883116883116883,0.11688311688311688,0.06493506493506493,0.012987012987012988,0.03896103896103896,0.01948051948051948,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.005810786272017432,0.15625,0.15625,0.25,0.09375,0.09375,0.0625,0.0,0.03125,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0
icc,0.021293246812534646,0.20980091883614088,0.036753445635528334,0.05666156202143951,0.042879019908116385,0.06891271056661562,0.05053598774885146,0.17917304747320062,0.15773353751914243,0.07350689127105667,0.03522205206738132,0.006125574272588055,0.0030627871362940277,0.019908116385911178,0.0015313935681470138,0.05819295558958652,0.0
gcc,0.036149763305121214,0.09523809523809523,0.06746031746031746,0.0873015873015873,0.1111111111111111,0.11904761904761904,0.12301587301587301,0.1111111111111111,0.06746031746031746,0.04365079365079365,0.1746031746031746,0.0,0.0,0.0,0.0,0.0,0.0
clang,0.040268456375838924,0.07051282051282051,0.08974358974358974,0.09615384615384616,0.1282051282051282,0.14102564102564102,0.057692307692307696,0.0,0.05128205128205128,0.05128205128205128,0.3141025641025641,0.0,0.0,0.0,0.0,0.0,0.0
